,Type,gender,age,height,weight,EER[kcal],P target(15%)[g],F target(25%)[g],C target(60%)[g],number of dishes,E[kcal],P[g],F[g],C[g],Salt[g],Vegetables[g],Score(1:worst 2:bad 3:good 4:best)
1170,lunch,male,39,173,58,2105,79,58,316,1,454,12.5,16.4,59.6,1.5,4,1
1171,breakfast,male,39,173,58,2105,79,58,316,2,218,6.0,2.7,42.4,0.8,0,1
1172,dinner,male,39,173,58,2105,79,58,316,5,710,35.2,39.5,56.1,5.7,121,2
1173,lunch,male,39,173,58,2105,79,58,316,3,594,15.2,27.7,70.7,3.4,7,2
1174,breakfast,male,39,173,58,2105,79,58,316,3,543,20.1,25.2,58.6,3.0,20,2
1175,lunch,male,33,173,72,2772,104,77,416,1,451,24.4,8.9,68.1,4.1,6,2
1176,dinner,male,33,173,72,2772,104,77,416,4,607,29.7,20.0,75.0,4.8,24,2
1177,dinner,female,52,159,54,1921,72,53,288,3,729,20.7,25.7,99.2,3.2,88,3
1178,dinner,female,43,166,60,2177,82,60,327,1,676,25.1,27.5,77.0,4.8,86,3
1179,dinner,female,43,160,48,2020,76,56,303,3,876,41.6,21.5,29.7,1.7,110,2
1180,lunch,female,43,160,48,2020,76,56,303,2,645,20.1,35.5,57.5,2.6,116,3
1181,breakfast,female,43,160,48,2020,76,56,303,1,243,25.4,7.5,28.4,4.0,190,2
1182,lunch,female,43,166,60,2177,82,60,327,1,197,4.8,8.7,23.9,1.0,1,1
1183,breakfast,female,43,166,60,2177,82,60,327,1,233,5.6,10.7,28.0,1.0,0,1
1184,lunch,female,52,159,54,1921,72,53,288,3,535,13.8,20.1,74.5,2.9,7,2
1185,breakfast,female,52,159,54,1921,72,53,288,2,221,7.3,3.7,39.5,1.0,0,1
1186,dinner,female,43,160,48,2020,76,56,303,8,847,18.5,31.0,33.4,5.2,98,2
1187,dinner,male,24,175,53,2468,93,69,370,4,855,28.8,55.2,55.4,4.6,100,2
1188,dinner,male,39,173,58,2105,79,58,316,2,808,31.6,21.2,119.7,6.4,131,3
1189,lunch,male,39,173,58,2105,79,58,316,5,593,31.8,17.6,74.5,3.4,145,3
1190,dinner,female,43,166,60,2177,82,60,327,2,510,18.1,12.1,80.6,3.7,45,2
1191,dinner,female,52,159,54,1921,72,53,288,2,333,19.3,8.7,42.7,2.5,23,1
1192,breakfast,male,40,172,65,2582,97,72,387,3,630,20.9,44.4,35.0,2.9,5,2
1193,lunch,female,52,159,54,1921,72,53,288,7,575,17.3,17.2,83.4,1.6,23,2
1194,lunch,male,24,175,53,2468,93,69,370,5,1011,42.0,46.2,100.2,6.6,84,2
1195,breakfast,female,52,159,54,1921,72,53,288,3,453,13.1,17.8,57.7,1.5,0,2
1196,lunch,female,43,160,48,2020,76,56,303,4,641,24.8,26.6,74.8,4.3,170,3
1197,breakfast,male,34,164,60,2090,78,58,313,1,259,8.8,9.3,35.2,0.8,0,1
1198,dinner,male,24,175,53,2468,93,69,370,4,755,26.1,26.6,97.3,4.2,31,2
1199,lunch,male,24,175,53,2468,93,69,370,3,451,10.7,35.9,21.9,2.2,223,1
1200,dinner,male,24,175,53,2468,93,69,370,2,1247,34.3,44.6,169.9,4.8,192,2
1201,breakfast,male,24,175,53,2468,93,69,370,2,172,2.2,0.4,45.2,0.0,0,1
1202,breakfast,male,39,173,58,2105,79,58,316,3,287,13.6,10.3,34.2,1.4,0,2
1203,breakfast,female,43,160,48,2020,76,56,303,3,614,26.0,12.6,97.3,6.3,111,3
1204,dinner,male,39,170,60,1685,63,47,253,1,405,16.9,23.8,28.2,3.0,124,2
1205,lunch,male,39,170,60,1685,63,47,253,2,565,15.0,27.7,63.5,3.4,7,2
1206,breakfast,male,39,170,60,1685,63,47,253,1,94,2.4,0.7,18.9,0.5,0,1
1207,breakfast,male,44,175,73,2749,103,76,412,1,294,9.9,9.0,43.3,1.2,0,1
1208,dinner,male,34,164,60,2090,78,58,313,1,501,19.0,13.0,72.8,6.0,45,2
1209,dinner,male,34,164,60,2090,78,58,313,1,501,19.0,13.0,72.8,6.0,45,2
1210,dinner,female,43,160,48,2020,76,56,303,2,335,6.6,6.8,8.0,0.1,0,1
1211,dinner,male,39,173,58,2105,79,58,316,3,553,25.9,13.1,78.3,3.4,28,2
1212,lunch,male,34,164,60,2090,78,58,313,1,1003,24.1,44.5,117.3,3.1,73,2
1213,breakfast,male,34,164,60,2090,78,58,313,1,259,8.8,9.3,35.2,0.8,0,1
1214,lunch,female,43,160,48,2020,76,56,303,2,797,35.6,17.5,122.1,6.1,29,2
1215,breakfast,female,43,160,48,2020,76,56,303,1,506,25.0,11.5,72.1,5.1,45,2
1216,lunch,male,39,173,58,2105,79,58,316,1,1003,24.1,44.5,117.3,3.1,73,2
1217,lunch,male,40,172,65,2582,97,72,387,2,1036,31.6,33.9,142.9,6.5,96,2
1218,breakfast,male,39,173,58,2105,79,58,316,5,367,13.5,9.9,55.9,1.4,60,2
1219,breakfast,male,39,170,60,1685,63,47,253,2,280,8.3,4.7,48.8,1.6,42,1
1220,breakfast,male,39,173,58,2105,79,58,316,4,309,11.2,8.7,47.8,1.3,0,2
1221,lunch,male,24,175,53,2468,93,69,370,2,586,25.0,11.5,91.6,5.5,45,2
1222,breakfast,male,24,175,53,2468,93,69,370,4,620,25.7,11.9,101.3,5.2,9,2
1223,dinner,male,24,175,53,2468,93,69,370,3,466,21.9,26.0,35.0,3.5,93,2
1224,breakfast,male,24,175,53,2468,93,69,370,2,385,7.0,18.3,46.5,0.1,0,1
1225,dinner,male,39,173,58,2105,79,58,316,2,453,36.1,2.7,67.1,6.7,6,2
1226,lunch,male,39,173,58,2105,79,58,316,2,788,29.0,23.6,112.0,4.4,64,2
1227,dinner,female,29,157,48,1653,62,46,248,4,625,33.3,37.8,36.9,3.5,164,2
1228,breakfast,male,39,173,58,2105,79,58,316,2,250,6.2,3.9,47.5,0.8,0,1
1229,dinner,male,46,175,64,2922,110,81,438,5,622,32.1,25.5,60.7,4.8,80,2
1230,breakfast,male,46,175,64,2922,110,81,438,3,568,20.9,37.0,36.6,2.9,68,2
1231,lunch,female,29,157,48,1653,62,46,248,5,722,24.9,31.1,84.5,3.1,104,3
1232,breakfast,female,29,157,48,1653,62,46,248,4,355,11.6,4.8,67.9,1.2,0,2
1233,dinner,male,39,173,58,2105,79,58,316,3,668,47.6,34.5,40.9,4.6,34,2
1234,breakfast,male,39,173,58,2105,79,58,316,2,250,6.2,3.9,47.5,0.8,0,1
1235,dinner,male,24,175,53,2468,93,69,370,4,755,36.7,20.4,99.9,3.1,42,2
1236,lunch,male,24,175,53,2468,93,69,370,4,770,28.1,41.2,68.4,2.8,0,2
1237,breakfast,male,24,175,53,2468,93,69,370,5,1416,65.6,70.2,122.3,8.0,43,2
1238,lunch,male,39,170,60,1685,63,47,253,2,559,20.4,25.4,58.8,3.5,50,2
1239,breakfast,male,39,170,60,1685,63,47,253,1,386,7.2,20.2,43.9,0.8,0,1
1240,lunch,male,39,173,58,2105,79,58,316,3,702,21.9,35.4,73.1,4.0,7,2
1241,lunch,female,29,157,48,1653,62,46,248,6,596,15.5,23.1,80.4,3.6,93,3
1242,breakfast,female,29,157,48,1653,62,46,248,2,289,9.0,2.4,57.9,1.5,0,1
1243,breakfast,male,39,173,58,2105,79,58,316,2,218,6.0,2.7,42.4,0.8,0,1
1244,dinner,male,39,173,58,2105,79,58,316,4,832,42.2,36.1,83.3,3.0,112,3
1245,lunch,male,39,173,58,2105,79,58,316,7,944,48.4,33.6,105.6,6.2,63,2
1246,breakfast,male,39,173,58,2105,79,58,316,2,218,6.0,2.7,42.4,0.8,0,1
1247,dinner,male,39,173,58,2105,79,58,316,2,994,37.7,27.8,142.7,5.0,6,2
1248,lunch,male,24,175,53,2468,93,69,370,5,994,36.9,53.3,89.7,6.2,304,3
1249,breakfast,male,24,175,53,2468,93,69,370,1,76,2.8,3.0,9.4,0.1,0,1
1250,dinner,female,29,157,48,1653,62,46,248,3,897,43.2,68.5,20.9,6.1,114,2
1251,lunch,female,29,157,48,1653,62,46,248,3,869,27.9,33.0,109.4,6.9,97,2
1252,breakfast,female,29,157,48,1653,62,46,248,3,573,17.7,16.8,87.8,2.4,1,2
1253,dinner,male,24,175,53,2468,93,69,370,4,1319,48.3,29.4,133.5,7.1,191,2
1254,dinner,male,24,175,53,2468,93,69,370,6,1089,34.0,53.0,113.1,6.6,226,3
1255,breakfast,male,24,175,53,2468,93,69,370,3,406,3.9,12.7,73.9,0.5,0,1
1256,lunch,male,39,173,58,2105,79,58,316,3,917,40.8,27.2,119.6,6.5,102,3
1257,dinner,male,39,173,58,2105,79,58,316,4,1451,47.4,33.0,132.0,7.3,161,2
1258,dinner,male,39,173,58,2105,79,58,316,5,1527,46.8,42.8,132.6,4.0,115,2
1259,breakfast,male,24,175,53,2468,93,69,370,1,172,2.2,0.4,45.0,0.0,0,1
1260,lunch,male,40,172,65,2582,97,72,387,1,571,16.0,11.5,96.5,3.0,130,2
1261,lunch,male,39,173,58,2105,79,58,316,3,712,19.3,27.0,94.4,2.4,93,3
1262,breakfast,male,39,173,58,2105,79,58,316,2,468,13.0,30.7,33.2,1.8,0,2
1263,lunch,male,39,170,60,1685,63,47,253,1,263,2.5,25.7,5.1,0.5,182,1
1264,breakfast,male,39,170,60,1685,63,47,253,1,270,5.7,12.2,34.2,0.7,0,1
1265,breakfast,male,39,173,58,2105,79,58,316,2,218,6.0,2.7,42.4,0.8,0,1
1266,breakfast,male,40,172,65,2582,97,72,387,1,38,0.5,1.2,6.1,0.0,0,1
1267,breakfast,male,39,173,58,2105,79,58,316,2,157,4.3,11.8,8.9,0.8,47,1
1268,lunch,male,39,170,60,1685,63,47,253,1,660,27.8,9.5,110.5,3.7,45,2
1269,lunch,male,39,173,58,2105,79,58,316,1,878,23.3,31.4,119.5,2.2,135,2
1270,lunch,male,40,172,65,2582,97,72,387,2,865,35.0,22.4,122.5,7.0,78,2
1271,breakfast,male,39,173,58,2105,79,58,316,2,250,6.2,3.9,47.5,0.8,0,1
1272,breakfast,male,39,170,60,1685,63,47,253,1,63,2.5,2.5,8.3,0.8,90,1
1273,dinner,male,39,173,58,2105,79,58,316,3,583,25.5,45.3,15.0,4.3,116,2
1274,lunch,male,39,173,58,2105,79,58,316,1,177,14.3,9.3,7.5,0.6,25,1
1275,lunch,male,40,172,65,2582,97,72,387,1,532,16.7,16.0,76.3,4.5,57,2
1276,dinner,male,39,173,58,2105,79,58,316,1,732,18.1,24.9,106.1,2.2,121,3
1277,lunch,male,39,173,58,2105,79,58,316,1,38,0.5,1.2,6.1,0.0,0,1
1278,breakfast,male,39,173,58,2105,79,58,316,2,218,6.0,2.7,42.4,0.8,0,1
1279,dinner,male,40,172,65,2582,97,72,387,1,358,13.8,21.6,29.1,4.4,155,2
1280,breakfast,male,39,173,58,2105,79,58,316,2,257,10.2,8.6,34.4,1.3,0,1
1281,lunch,male,39,170,60,1685,63,47,253,5,1740,55.1,92.5,161.8,8.0,273,2
1282,breakfast,male,39,170,60,1685,63,47,253,1,106,1.7,3.7,15.8,0.0,0,1
1283,lunch,male,40,172,65,2582,97,72,387,3,637,22.5,43.6,36.0,5.3,227,2
1284,dinner,male,40,172,65,2582,97,72,387,3,367,12.3,4.1,69.8,3.1,91,2
1285,dinner,male,40,172,65,2582,97,72,387,3,500,15.8,4.2,99.7,4.9,91,2
1286,breakfast,male,40,172,65,2582,97,72,387,2,257,6.9,6.7,43.4,0.7,0,1
1287,dinner,male,39,173,58,2105,79,58,316,3,354,28.6,10.5,35.1,4.5,52,1
1288,lunch,male,39,173,58,2105,79,58,316,3,725,26.7,37.8,64.5,1.5,93,3
1289,lunch,male,40,172,65,2582,97,72,387,3,505,14.4,26.5,51.6,3.0,53,2
1290,breakfast,male,39,173,58,2105,79,58,316,2,257,10.2,8.6,34.4,1.3,0,1
1291,breakfast,male,40,172,65,2582,97,72,387,2,740,19.9,39.9,75.4,2.6,0,1
1292,dinner,male,40,172,65,2582,97,72,387,3,1118,40.5,65.9,82.3,4.8,146,2
1293,dinner,male,39,173,58,2105,79,58,316,3,771,34.0,55.6,29.6,6.1,163,2
1294,lunch,male,39,173,58,2105,79,58,316,1,831,24.1,52.0,61.9,2.2,0,2
1295,breakfast,male,39,173,58,2105,79,58,316,2,393,16.6,21.1,33.6,2.7,20,1
1296,dinner,male,39,173,58,2105,79,58,316,3,576,18.6,35.0,45.4,5.2,117,2
1297,lunch,male,39,173,58,2105,79,58,316,3,796,34.8,37.6,74.2,3.5,60,2
1298,breakfast,male,39,173,58,2105,79,58,316,2,393,16.6,21.1,33.6,2.7,20,1
1299,lunch,male,40,172,65,2582,97,72,387,2,733,26.7,37.8,66.1,4.2,132,2
1300,breakfast,male,40,172,65,2582,97,72,387,1,185,2.8,0.3,40.8,0.6,0,1
1301,breakfast,male,40,172,65,2582,97,72,387,1,514,21.7,12.8,72.7,3.4,43,2
1302,lunch,male,39,173,58,2105,79,58,316,1,879,27.6,31.9,113.7,4.2,52,2
1303,lunch,male,40,172,65,2582,97,72,387,1,879,27.6,31.9,113.7,4.2,52,2
1304,breakfast,male,39,173,58,2105,79,58,316,3,422,18.8,21.8,37.9,4.1,45,2
1305,breakfast,male,39,173,58,2105,79,58,316,2,164,5.9,2.6,29.1,0.8,0,1
1306,dinner,male,39,173,58,2105,79,58,316,1,827,17.9,30.0,115.2,2.1,135,3
1307,dinner,male,39,170,60,1685,63,47,253,1,0,0.0,0.0,0.1,0.0,0,1
1308,lunch,male,39,173,58,2105,79,58,316,1,878,23.3,31.4,119.5,2.2,135,2
1309,lunch,male,39,170,60,1685,63,47,253,2,691,19.1,34.0,71.9,1.6,60,1
1310,breakfast,male,39,170,60,1685,63,47,253,1,158,5.6,2.6,28.0,0.8,0,1
1311,lunch,male,39,170,60,1685,63,47,253,2,691,19.1,34.0,71.9,1.6,60,1
1312,breakfast,male,39,173,58,2105,79,58,316,2,293,6.0,10.8,42.4,1.0,0,1
1313,breakfast,male,39,170,60,1685,63,47,253,1,158,5.6,2.6,28.0,0.8,0,1
1314,dinner,male,39,173,58,2105,79,58,316,1,364,15.2,12.7,44.2,1.4,22,2
1315,lunch,male,39,173,58,2105,79,58,316,1,879,27.6,31.9,113.7,4.2,52,2
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
